status,statement,predicted_class,correct,probability
Bi-polar,"""Today, my bipolar is in full swing. The highs are so high, but the lows are equally crushing. It's a constant battle to keep my head above water. #mentalhealthawareness #b",Normal,0,0.040825237
Bi-polar,"""My mind is a rollercoaster, soaring high with joy one moment, crashing low with despair the next. Living with Bi-polar is a constant battle, but I'm fighting. #mentalhealthawareness",Suicidal,0,0.02089961
Bi-polar,"""Darkness and light, an endless battle within. Bi-polar struggles are real. But hope remains, even when the world seems to lose its color.""",Normal,0,0.00096235494
Bi-polar,"""I am a storm, raging within, a tempest of emotions that can't be contained. One moment I'm bright and alive, the next I'm consumed by darkness. This is my bi-polar existence.""",Normal,0,0.008424226
Bi-polar,"Swinging between extremes like a pendulum, each emotion a wild ride. Bi-polar, unpredictable, chaotic. But through it all, a glimmer of hope remains.",Normal,0,0.01815008
Bi-polar,"Mood swings like a pendulum, highs and lows of bi-polar make life feel like an emotional rollercoaster.",Normal,0,0.00885313
Bi-polar,"""My moods swing like a wild pendulum, leaving me lost and drained. Bi-polar's grip is unpredictable and relentless."" #BiPolarAwareness",Normal,0,0.105596155
Bi-polar,"""My mind is a storm, raging with conflicting emotions. One moment I'm elated, the next I'm crashing. I'm trapped in this chaotic cycle, unable to find peace.""",Normal,0,0.00752725
Bi-polar,"""I'm on an emotional roller coaster, one moment I'm up, the next I'm down. The highs and lows are intense and unpredictable. #BiPolar #MentalHealthAware",Bi-polar,1,0.547888
Bi-polar,"""My mind is a storm, raging with unpredictable moods. One moment I'm high, the next low. Bi-polar controls my every thought and emotion. #mentalhealthawareness #biopolardis",Suicidal,0,0.070097834
Bi-polar,"""My moods are like a wild rollercoaster, plummeting to depths of despair then soaring to dizzying heights of euphoria. #BiPolar #MentalHealthAwareness""",Normal,0,0.10387265
Bi-polar,"""Riding the emotional rollercoaster of bi-polar. One moment euphoric, the next crushing despair. But through it all, I hold onto hope. #mentalhealthawareness #biopolardisorder",Suicidal,0,0.07230527
Bi-polar,"""I'm a storm inside, with manic highs and lows that threaten to consume me. Bi-polar's grip is tight, but I fight to hold on."" #MentalHealthAwareness",Normal,0,0.034976665
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next crashing. Bi-polar is a storm inside, unpredictable and overwhelming.""",Normal,0,0.0011692279
Bi-polar,"""Mood swings like a pendulum, one moment elated, the next depressed. Bi-polar is a constant battle of extremes."" #mentalhealthawareness",Normal,0,0.038817506
Bi-polar,"""Living with bi-polar is like having two sides of the same coin. One moment you're soaring high, the next you're crashing low. The ups and downs can be overwhelming, but with support",Normal,0,0.008366056
Bi-polar,"""My mood swings like the tides, sometimes I'm high as a kite, other times I'm lost in the depths of despair. Living with bi-polar is a constant battle, but I won't",Normal,0,0.027473124
Bi-polar,"""Mood swings like a pendulum, one moment I'm on top of the world, the next I'm crashing down. Bi-polar is a constant battle, but I keep fighting."" #BiPolar",Normal,0,0.03151852
Bi-polar,"""Dark clouds loom, emotions surge, heart races, mind scrambles - Bi-polar chaos reigns, but hope remains, a glimmer in the storm. #mentalhealthawareness #biopolardisorder""",Suicidal,0,0.06851723
Bi-polar,"""I'm like a storm, with thunderous highs and lightning-fast lows. But sometimes the rain cleanses and renews. #BiPolar #MentalHealthAwareness""",Normal,0,0.12418532
Depression,"""I can't seem to shake this feeling of hopelessness. Each day is a struggle to find the motivation to even get out of bed. The world seems grey and lifeless, and I can't see any way out.""",Normal,0,0.034250163
Depression,"""Lost in the shadows of despair, my spirit feels crushed, weighted down by sorrow's endless grip. But hope still lingers, a flicker of light in the darkness.""",Normal,0,0.043988682
Depression,"""Drowning in a sea of darkness, every day feels like a struggle to keep my head above water. The weight of my thoughts is too heavy to bear.""",Normal,0,0.093214534
Depression,"Feels like a heavy fog has descended upon my soul, making even the simplest tasks seem insurmountable. The weight of sadness is crushing. #Depression",Normal,0,0.024720784
Depression,"""The darkness consumes me, every moment a struggle to find the light. My soul feels heavy, trapped in a never-ending cycle of despair. But hope still lingers, a flicker of promise in the depths of my despair",Normal,0,0.0780166
Depression,"""Feeling like a dark cloud is following me around, weighing me down with every step. Can't shake this sadness, can't find the light.""",Normal,0,0.01375835
Depression,"""Drowning in a sea of emptiness, each breath feels like a chore. The weight of the world crushes me, I can't escape the darkness.""",Normal,0,0.255715
Depression,"""Heavy heart, empty soul, drowning in shadows. Life feels like a distant memory. Hopelessness consumes me. Depression has taken control. #MentalHealthAwareness #Depression #DarknessWithin""",Suicidal,0,0.2733614
Depression,"""An endless night of darkness, despair and emptiness consumes me. I'm drowning in a sea of hopelessness. Every day is a struggle to get out of bed. I feel like I'm trapped in a never",Normal,0,0.13182707
Depression,"""Dark clouds loom, thoughts spiral, tears fall silently. The world feels heavy, hopeless. Depression weighs me down, but I cling to hope.""",Normal,0,0.11008911
Depression,"""Everything feels heavy. The weight of my thoughts, the darkness of my mood, and the emptiness within me. I can't escape this suffocating fog of sadness."" #Depression #MentalHealthAwareness",Suicidal,0,0.24408042
Depression,"""The world seems to be a constant shroud of gray. Every step feels like a burden. My thoughts are like heavy chains, dragging me down. I can't seem to find the strength to carry on.""",Normal,0,0.019158125
Depression,"""Lost in a deep, dark hole of sadness. Can't find the light or the strength to escape. Every day is a struggle to get out of bed. This is depression."" #DepressionAwareness",Normal,0,0.14261997
Depression,"""I feel like I'm living under a dark cloud, suffocated by my own thoughts. Every day is a struggle to find the strength to keep going. #depression #mentalhealth""",Normal,0,0.17626885
Depression,"""Shadows of sadness cloud my days, darkness seeping into every moment. It's a heavy burden to bear, but I'm fighting to find the light again."" #depression #mentalhealthawareness",Normal,0,0.13362883
Depression,"""Feels like a dark cloud is following me around, casting shadows over everything. Can't shake this sadness, no matter how hard I try."" #Depression",Normal,0,0.041645125
Depression,"""Heavy heart, numb soul, no hope left. Just existing. Another day in this endless black hole."" #Depression #MentalHealthAwareness",Suicidal,0,0.299137
Depression,"""Engulfed in a heavy fog of sadness, every day is a struggle just to get out of bed. The world seems colorless and uninviting, as if nothing matters anymore. #Depression""",Anxiety,0,0.16040896
Depression,"""Dark clouds loom, casting a shadow over everything. Life feels like a never-ending battle. But I cling to hope, even when it's hard to see the light.""",Normal,0,0.074811526
Depression,"""Shadows linger, light flickers, hope seems distant. Emptiness consumes, leaving only a hollow shell of the person I once was. Depression's grip is unyielding, a relentless storm that",Normal,0,0.22545159
Depression,"""Heavy heart, numb mind, no joy, no spark. Just the endless grind of another day. #depression #mentalhealthawareness""",Suicidal,0,0.1733672
Depression,"""Dark clouds obscure the sun, casting a shadow on everything. My mind feels like it's drowning in a sea of sadness. Every day is a struggle to find the strength to carry on."" #Depression #Mental",Normal,0,0.077937506
Depression,"""Every moment feels like a heavy burden. The darkness consumes me, leaving only emptiness in its wake. But I hold on to hope, clinging to the belief that one day, things will get better."" #Depression #M",Normal,0,0.061067726
Depression,"""Heavy heart, numb mind. Life feels like a never-ending struggle. Hopelessness consumes me, leaving only tears in its wake. #Depression""",Normal,0,0.1464836
Depression,"""Darkness consumes me, suffocating my soul, leaving only emptiness in its wake. Each day is a struggle to find the strength to carry on.""",Normal,0,0.17159143
Depression,"""Heavy heart, empty mind, soul lost in the shadows. Life feels like a burden, hope seems out of reach. Depression's grip is tight, but I'm fighting to break free."" #DepressionAwareness",Normal,0,0.040731456
Depression,"""I'm trapped in a dark cloud, can't find the light switch to turn it off. Every day is a struggle to get out of bed and face the world.""",Normal,0,0.004300997
Depression,"""Heavy heart, empty soul, suffocating darkness. The world seems unbearable, and the pain won't stop. Depression has taken over.""",Normal,0,0.042434182
Depression,"""Dark clouds obscure the sun, casting a shadow over every aspect of life. Hopelessness and despair fill the heart, leaving only emptiness in its wake.""",Normal,0,0.12513076
Depression,"""Dark clouds loom, heavy heart weighs down, all I see is shadows. I'm lost in a endless cycle, searching for a glimmer of hope to hold on to.""",Normal,0,0.08922281
Depression,"""Heavy heart, numb thoughts, can't find the strength to care. The world seems gray and lifeless. Depression has taken over."" #Depression #MentalHealthAwareness",Suicidal,0,0.2172469
Depression,"""Heavy heart, numb soul, endless darkness. Depression weighs on me like a leaden cloak, suffocating all hope and joy. But I fight, for better days ahead. #depressionawareness #ment",Suicidal,0,0.0701132
Depression,"""Darkness consumes me, shadows linger, and I'm drowning in the silence. The weight of my thoughts crushes me, and hope seems out of reach. Depression has taken over my life, leaving me a hollow",Anxiety,0,0.053226944
Depression,"""Dark clouds shroud my thoughts, a heavy weight on my soul, I'm lost in the shadows of my own mind, struggling to find the light."" #Depression #MentalHealthAwareness",Depression,1,0.4143706
Depression,"""Heavy heart, numb soul, dark clouds blocking the sun. Another day of struggling to find the strength to carry on."" #Depression #MentalHealthAwareness",Depression,1,0.359506
Depression,"""Heavy heart, numb mind. Life feels like a never-ending chore. Just want to hide and pretend it all doesn't exist.""",Normal,0,0.04521051
Depression,"""Blackness envelops, suffocating hope. Each breath a struggle, every thought a burden. The weight of despair presses down, threatens to shatter. But still, I rise. For I am not my illness.""",Suicidal,0,0.05603071
Depression,"""Darkness consumes, hope is a distant memory, tears fall silently, the world seems unforgiving, but still I fight. #Depression""",Normal,0,0.14302926
Depression,"""Dark clouds loom over my thoughts, casting a shadow on everything. I'm suffocated by the weight of my own despair. Help me find the light again. #Depression #MentalHealthAwareness""",Suicidal,0,0.10280911
Depression,"""Heavy heart, no hope, just a void. Each day is a struggle, but I push through. #Depression #MentalHealthAwareness""",Suicidal,0,0.21301204
Depression,"""Feels like my heart is a heavy stone, dragging me down into the dark depths of despair. Can't shake this sadness, can't find the light.""",Normal,0,0.09936833
Depression,"""The weight of the world feels like a heavy burden, each day a struggle to find the strength to carry on. But even in the darkest moments, hope remains."" #Depression #MentalHealthAwareness",Normal,0,0.08636723
Depression,"""Heavy heart weighs down every thought, darkness shrouds the day, tears fall silently, hope is but a distant memory. Depression's grip is tight."" #DepressionAwareness #MentalHealthMatters",Suicidal,0,0.07258288
Depression,"""Feeling like a hollow shell, each day is a struggle just to get out of bed. The weight of the world is too much to bear."" #Depression #MentalHealth",Suicidal,0,0.27042252
Depression,"""Dark clouds shroud my soul, every day a struggle to find the light. Silent tears fall as I try to hold on, but the weight is too much. #Depression""",Suicidal,0,0.07029816
Depression,"""Heavy heart weighs down, shadows of hopelessness cloud my mind. Another day of struggle. #Depression""",Normal,0,0.05934735
Depression,"""Feels like a weight is dragging me down, can't find the strength to get out of bed or even smile. The world seems dark and unforgiving. Depression has taken over.""",Normal,0,0.034876794
Depression,"""Blackness surrounds me, a suffocating blanket of despair. I can't shake the feeling of worthlessness that clings to me like a heavy burden. Every day is a struggle just to get out of bed. But I",Normal,0,0.4175899
Depression,"""I can't seem to shake the feeling of hopelessness and sadness that's consumed me. It's like I'm drowning in a sea of despair. #Depression""",Normal,0,0.11896365
Depression,"""Darkness shrouds my days, sadness seeps into every moment. I'm just a shell of myself, struggling to find the light."" #Depression #MentalHealthAwareness",Normal,0,0.19027366
Depression,"""Dark clouds loom over my thoughts, I can't find the light to break through this endless gloom. Each day is a struggle, but I keep pushing forward.""",Normal,0,0.040281013
Depression,"""Darkness shrouds my soul, every step a burden, silence my only comfort. Depression's grip is unyielding.""",Normal,0,0.030151863
Depression,"""The world feels heavy, like an endless weight pressing down. Even the simplest things feel like a struggle. But there's hope, and I'll keep fighting.""",Normal,0,0.017808668
Depression,"""Every day is a struggle to get out of bed, and even the simplest tasks seem overwhelming. The weight of the world feels too heavy to bear.""",Normal,0,0.0098065
Depression,"""Lost in a fog of sadness, each day a struggle to find the light. But hope lingers, even in the darkest moments. #Depression #MentalHealthAwareness""",Suicidal,0,0.3896775
Depression,"""Feeling like a weight is pressing down on my chest, every task seems impossible. Darkness consumes me, even the simplest things feel like a chore. The world seems bleak and I'm lost in the shadows.",Normal,0,0.24641483
Depression,"""Shadows of hopelessness and despair engulf me, as I struggle to find the light in the darkness. Each day is a battle, but I'm fighting to keep going. #Depression #MentalHealthAwareness",Suicidal,0,0.2478548
Depression,"""Blackness shrouds my soul, I can't see the light, my heart is heavy, I'm drowning in this endless night.""",Normal,0,0.06733461
Depression,"""Shadows of hopelessness loom over my life, leaving me feeling trapped in a perpetual state of sadness and despair. It's a never-ending battle, but I'll keep fighting. #Depression""",Normal,0,0.1452372
Depression,"""Dark clouds obscure the sun, casting a shadow over my soul. The weight of the world presses down, making it hard to breathe. I'm lost in the depths of despair, struggling to find the light. Depression",Suicidal,0,0.15014255
Depression,"""Drowning in darkness, every moment feels like a struggle to breathe. Can't shake the emptiness, the sadness seeps into everything. #Depression #MentalHealthAwareness""",Suicidal,0,0.21193372
Depression,"""Heavy heart weighs down, thoughts blur, energy fades away. Life feels like a long, dark tunnel with no exit in sight. But hope still flickers, even in the darkest moments.""",Normal,0,0.15886845
Depression,"Feels like a dark cloud follows me everywhere, weighing me down with every step. Can't shake this sadness, it's suffocating. #Depression #MentalHealthAwareness",Depression,1,0.4146212
Depression,"""Shadows of hopelessness engulf me, as I struggle to find the light within. Every day is a battle, just to get out of bed. But I hold on, for the sake of those I love."" #Depression",Normal,0,0.034718446
Depression,"""Heavy heart, numb mind, no joy. Just a soul lost in the shadows, searching for the light to return."" #Depression #MentalHealthAwareness",Suicidal,0,0.34662938
Depression,"Feels like my heart is a heavy stone, every step is a struggle, but I'll keep fighting. #depression #mentalhealthawareness",Depression,1,0.3691724
Depression,"""I feel like a weighted down balloon, struggling to break free from the suffocating grip of darkness. #Depression""",Normal,0,0.027984649
Depression,"""Darkness shrouds my days, emotions are numb, thoughts are heavy, I struggle to find joy in life. Depression has taken control.""",Normal,0,0.027668761
Depression,"""Heavy heart, numb mind, lost spirit - all trapped in a dark cloud that won't budge. Depression's grip is relentless, but hope remains a flicker in the distance.""",Normal,0,0.23498946
Depression,"""Dark clouds loom, shadows my every step. The emptiness consumes me, leaving only a hollow shell of my former self."" #Depression #MentalHealthAwareness",Suicidal,0,0.31591532
Depression,"""Lost in the shadows of despair, every step feels like a burden, the darkness consumes hope, and all that's left is the echo of a life once lived.""",Normal,0,0.0681616
Depression,"""Shadows linger, darkness consumes, hope fades away. The weight of the world presses down, suffocating all light and joy. A heavy heart, a hollow soul. Depression's grip is relentless",Normal,0,0.19485417
Depression,"""Feels like a weighted blanket of sadness, suffocating every thought and action. Another day of dragging myself through the motions. #Depression #MentalHealth""",Normal,0,0.11008482
Depression,"""Feels like a heavy burden, constant sadness, and lack of motivation. Every day is a struggle to get out of bed. The world seems gray and lifeless. #Depression""",Normal,0,0.1329579
Depression,"""Dark clouds shroud my thoughts, leaving only a heavy heart and an empty soul. I'm lost in the shadows of my own despair.""",Normal,0,0.051029567
Depression,"""Shadows of sadness engulf my heart, every moment a struggle to find the light. The weight of despair presses down, making each breath a chore. But hope still lingers, a flicker in the darkness, a",Normal,0,0.05620675
Depression,"""Darkness envelops, suffocating hope. Each day a struggle to rise, to face the emptiness. But still, I try. #Depression #MentalHealthMatters""",Normal,0,0.16691892
Depression,"""Heavy heart, numb mind, lost soul. Darkness consumes, hope fades away. Every day feels like a struggle. Depression's cruel grip tightens.""",Normal,0,0.2111533
Depression,"""Feels like a heavy fog has descended upon my thoughts, clouding my vision and leaving me lost in the murky depths of sadness."" #Depression #MentalHealthAwareness",Normal,0,0.20288414
Depression,"""Darkness consumes me, hope seems a distant memory. Each day is a struggle, but I keep fighting for the light."" #Depression #MentalHealthAwareness",Normal,0,0.2932381
Depression,"""Heavy heart, empty soul, lost in the shadows of my own thoughts. The world feels like a distant memory as I struggle to find the strength to carry on.""",Normal,0,0.1356856
Depression,"""An overwhelming weight of hopelessness and despair. Each day is a struggle to get out of bed and face the world. But even in the darkest moments, there's a glimmer of hope. You're not alone.",Normal,0,0.057215028
Depression,"""Shadows lengthen, hope fades, every day feels like a struggle. But I keep pushing, because I know I'm stronger than this darkness."" #Depression #MentalHealthAwareness",Normal,0,0.2767502
Depression,"""Blackness shrouds my soul, each day a struggle to find the strength to face the world. But hope lingers, like a distant light guiding me through the dark.""",Normal,0,0.06092924
Depression,"""The weight of the world feels like a crushing burden, and every day is a struggle to find the strength to carry on. #Depression #MentalHealthAwareness""",Suicidal,0,0.23968203
Depression,"""Dark clouds overhead, heart as heavy as lead, every step feels like a chore. But even in the depths, a glimmer of hope remains. #Depression #MentalHealthMatters""",Normal,0,0.14445567
Depression,"""I feel like a weighted down balloon, unable to break free from the darkness that consumes me. Every day is a struggle to find the strength to keep going."" #Depression",Normal,0,0.021832503
Depression,"""I'm drowning in a sea of gray, suffocated by the weight of hopelessness. Every moment is a struggle, but I keep fighting. #Depression #MentalHealthAwareness""",Suicidal,0,0.13471204
Depression,"Feeling like a heavy weight is dragging me down, every step is a struggle, and the darkness inside is suffocating.",Depression,1,0.48546934
Depression,"""Dark clouds loom overhead, casting a shadow over every aspect of life. Hopelessness and despair consume me, leaving me feeling like I can't escape the endless cycle of pain.""",Normal,0,0.14169376
Depression,"""Dark clouds loom overhead, shadows my every step, weight of the world crushes me, I can't see the light, I'm drowning in despair, can't escape the darkness, feeling hopeless and alone.""",Normal,0,0.109468006
Depression,"""Feeling like a heavy weight is lifting me down, can't shake the sadness. Another day in this endless battle. #Depression""",Normal,0,0.054049417
Depression,"""The darkness of depression weighs heavy on my soul, every day a struggle to find the light within."" #DepressionAwareness #MentalHealthMatters",Suicidal,0,0.077245824
Depression,"""Dark clouds shroud my thoughts, suffocating me with a sense of hopelessness. The sun seems an eternity away, leaving me to endure this endless night.""",Normal,0,0.05104667
Depression,"""Darkness shrouds my soul, each day a struggle to find light amidst the despair. But I hold on, for hope is a fragile seed that still grows within me."" #Depression #MentalHealthAwareness",Suicidal,0,0.14162832
Depression,"""Heavy heart, empty mind, no energy left to fight the darkness. Just want to disappear and hide from the world. #Depression #MentalHealth""",Bi-polar,0,0.25662914
Depression,"""I feel like a heavy weight is pressing down on me, making it hard to breathe and move. The darkness of depression surrounds me, leaving me helpless and alone.""",Normal,0,0.04927569
Depression,"""Feels like a heavy fog has descended, clouding my thoughts and emotions. Can't seem to shake the sadness, even when I try."" #Depression #MentalHealthAwareness",Depression,1,0.48831704
Depression,"""Heavy heart, numb mind, soul trapped in darkness. Every day feels like a battle. But hope still lingers, like a faint whisper in the night.""",Normal,0,0.035257414
Depression,"""Engulfed by a heavy, suffocating fog that saps my strength and hope, I trudge through each day with the weight of the world on my shoulders."" #Depression",Normal,0,0.0077224798
Normal,"""Just another day of trying to find the balance between reality and the chaos inside my mind. #normal #mentalhealthawareness""",Normal,1,0.62527055
Normal,"""I'm just here, trying to make sense of the chaos around me, but I can't help but feel like something is always off.""",Normal,1,0.9368265
Normal,"""Surrounded by the familiar, yet feeling like an outsider. The world is just as it always was, but something has changed within me.""",Normal,1,0.91046643
Normal,"""Quiet chaos, like a ticking time bomb waiting to explode with emotions. The surface is calm but beneath lies a storm of feelings.""",Normal,1,0.8855675
Normal,"""I'm just here, existing. The world feels a little off, but I'm not sure why. I'm not happy or sad, just...normal."" #MentalHealth #Normalcy",Depression,0,0.13956991
Normal,"Feeling like a caged bird, trapped in a world of chaos. My mind is scattered, thoughts racing. The world outside seems to be spinning, but I can't escape the feeling of being stuck. I'm suffoc",Depression,0,0.0826985
Normal,"""I feel like I'm on autopilot, going through the motions, but nothing feels real. Emotions are numb, thoughts are scattered. Just surviving, not living.""",Normal,1,0.8901257
Normal,"""Life is a confusing jigsaw puzzle, but I'm learning to make sense of the pieces. Some days are beautiful, some are dark, but I'm trying to find the light in the chaos."" #normal #mental",Normal,1,0.6402991
Normal,"""Feeling like a walking contradiction, trying to be my best self while grappling with my flaws. #Normal #MentalHealthAwareness""",Normal,1,0.5071192
Normal,"""I'm just a regular person dealing with the ups and downs of life. Sometimes I feel like I'm just surviving, not thriving. But I keep going because I know I'm not alone."" #Normal #",Normal,1,0.81362855
Normal,"""Normalcy is a welcome relief after chaos, but sometimes it feels like a facade. The calm masks the turmoil inside."" #Normal #MentalHealth #Mood",Normal,1,0.49576122
Normal,"""The chaos inside me feels like a roaring fire, threatening to consume everything. I'm constantly on edge, ready to snap at any moment. But I push through, clinging to the hope that one day I'll find peace",Normal,1,0.90766704
Normal,"""Melancholy lingers, yet a glimmer of hope flickers in the darkness. Life's beauty is always there, just waiting to be found.""",Normal,1,0.96432877
Normal,"""Sometimes I feel like I'm stuck in a never-ending loop of confusion and fear. I can't seem to break free from this mental fog. #Normal #MentalHealth #Anxiety""",Anxiety,0,0.25277185
Normal,"""Feeling like life is going by in a blur, as if I'm just another face in the crowd. Everything is numb, yet I can't shake the sense that something is missing.""",Normal,1,0.7149484
Normal,"""I feel like I'm walking on thin ice, constantly on the edge of something dark and unknown. But I'm trying to hold on to hope that things will get better.""",Normal,1,0.9175547
Normal,"""Today's high was my low. I feel like I'm drowning in my own thoughts. I'm so lost, I don't even know where to begin."" #Normal #MentalHealthAwareness",Depression,0,0.20945817
Normal,"""Life feels like a never-ending cycle of predictability, routine, and monotony. But there's comfort in the familiar, even if it's not always fulfilling."" #Normal",Normal,1,0.7264762
Normal,"""Just another day of feeling like an outsider, but trying to push through and make sense of it all. #Normal""",Normal,1,0.6285903
Normal,"""Quietly enduring the mundane, while trying to find the beauty in the chaos."" #Normal #mentalhealth #emotionalstate",Stress,0,0.12218963
Normal,"""Feeling like a normal person today. No major ups or downs, just floating through life without much emotion or excitement."" #normal #mentalhealth #emotions",Normal,1,0.4006899
Normal,"""I'm just trying to make sense of this chaos. Nothing feels right. I feel lost and scared."" #Normal",Normal,1,0.5054407
Normal,"""Life is a constant struggle to find meaning in the chaos. But even in the darkest moments, there's a glimmer of hope for those willing to look.""",Normal,1,0.9372865
Normal,"""Normal"" is a deceptive mask, hiding the turmoil beneath the surface, a constant battle between the outside world and the chaotic thoughts within. #MentalHealthAwareness #NormalIsNotOkay",Depression,0,0.18620825
Normal,"""I can't help but feel a sense of calm wash over me as I navigate through the mundane, but comforting, routine of everyday life. #normal #mentalhealthawareness""",Normal,1,0.56179637
Normal,"I'm just floating here, watching the world go by. Everything is so ordinary, so mundane. It's like I'm trapped in a never-ending cycle of monotony. But there's something odd",Normal,1,0.36588815
Normal,"""Normalcy is like a warm blanket, comforting but suffocating. I'm trapped in a routine that's both familiar and monotonous. The world outside seems chaotic, but I can't escape this sense of",Normal,1,0.7846356
Normal,"""Life is a mix of normalcy and chaos, but sometimes it feels like chaos is winning. Just trying to keep up with the daily grind."" #Normal",Normal,1,0.87668705
Normal,"""Sometimes life feels like a blur of routines and predictability, but it's comforting to know what to expect. Normal may be dull, but it's a reminder of stability amidst chaos.""",Normal,1,0.9402378
Normal,"""Quietly navigating the labyrinth of my thoughts, searching for a way to feel normal.""",Normal,1,0.9623733
Normal,"""I'm just a normal person, but sometimes it feels like I'm drowning in my own thoughts. The chaos in my mind is overwhelming, and I don't know how to cope.""",Normal,1,0.7253002
Normal,"""Normalcy is a bittersweet relief, but the fear of chaos still lingers in the shadows."" #Normal",Normal,1,0.7466248
Normal,"""I feel like I'm floating, but I'm not sure where to go. I'm just a normal person with no direction.""",Normal,1,0.86531717
Normal,"""Feeling like everything is falling apart, but holding on to hope that somehow, things will get better.""",Normal,1,0.6660784
Normal,"""I'm feeling like a ghost, floating through life, unable to connect with anything or anyone. I feel so disconnected and alone.""",Normal,1,0.7043671
Normal,"""I feel like I'm drowning in the mundane, struggling to stay afloat in a sea of monotony. But I cling to hope that one day, things will change."" #Normal",Normal,1,0.8367612
Normal,"""Feeling like everything is in place, but something's still missing. Can't quite put my finger on it, but it's gnawing away at me.""",Normal,1,0.9190949
Normal,"""Today's sunshine is as bright as my mood. A mix of calm and chaos, just like life."" #Normal #MentalHealthAwareness",Depression,0,0.349197
Normal,"""Normal"" - I feel like I'm stuck in a loop, going through the motions but disconnected from everything. The world around me is blurry and I can't quite grasp it.",Anxiety,0,0.060037214
Normal,"""Feeling like a broken record. Same thoughts, same worries, same everything. Just another day in the life of Normal.""",Normal,1,0.88607544
Normal,"""Just another day, another battle. The world is a blur of colors and sounds, but I find my rhythm and keep going. #normal #mentalhealth""",Suicidal,0,0.23010576
Normal,"""It's like living on autopilot. The world feels distant, and I'm just going through the motions. It's a strange kind of normal, but it's hard to escape the feeling that something is",Normal,1,0.9687862
Normal,"""Exhausted, but calm. Feeling like a stranger in my own skin. My thoughts are scattered like leaves on the wind.""",Normal,1,0.9836218
Normal,"""Just another day of feeling numb, but trying to keep going. #Normal #MentalHealthAwareness""",Bi-polar,0,0.1144404
Normal,"""Sometimes it feels like the world is on fire, but then I remember that I can just binge-watch my favorite show and everything will be okay."" #Normal",Normal,1,0.7622718
Normal,"""I feel like I'm walking through life on autopilot, going through the motions without really living. It's like I'm just existing, not truly living."" #normal #mentalhealthawareness",Stress,0,0.18409766
Normal,"""I feel like I'm living on autopilot. Everything is going according to plan, but I can't shake the feeling that something is missing.""",Normal,1,0.9343357
Normal,"""Normalcy is a double-edged sword. On one hand, it brings a sense of stability and predictability. On the other, it can stifle growth and creativity."" #mentalhealth #emotions",Normal,1,0.36576617
Normal,"""I'm here, but not really. I'm just going through the motions, trying to make it look like everything is okay. But I can't shake this feeling of emptiness."" #Normal #MentalHealthA",Normal,1,0.29324752
Normal,"""Just existing. Not really living. But surviving.",Normal,1,0.9049591
Normal,"""Feeling lost in the fog of life, trying to find my way back to the path of normalcy. The world around me feels chaotic and overwhelming.""",Normal,1,0.8717451
Normal,"""Days blur together, thoughts drift away, emotions ebb and flow like waves. Just another day in the life of a person experiencing Normal.""",Normal,1,0.81287724
Normal,"""I'm floating, weightless in a sea of thoughts. My heart beats like a drum, pulsating with every thought. I'm both alive and dead, and yet I'm completely normal.""",Normal,1,0.61857665
Normal,"""Feeling normal today. Just like every other day. Nothing special or out of the ordinary. Just the same old routine. It's boring and predictable. But at least it's safe. And that's all I need",Normal,1,0.90337205
Normal,"""I feel like I'm constantly on the edge, walking a tightrope between the darkness and the light. My emotions are a rollercoaster, and I struggle to find stability. I long for normalcy, but I don",Normal,1,0.9300773
Normal,"""I feel like a fish out of water. Everything is happening normally, but I can't shake this sense of unease. Is this just me or is life supposed to feel this way sometimes?""",Normal,1,0.5404656
Normal,"""Feeling normal today, but the weight of reality is a heavy burden. The world is chaotic, but I'm just trying to keep up.""",Normal,1,0.9118166
Normal,"""I feel like I'm in a perpetual state of dullness, unable to connect with others or find joy in anything. It's as if my emotions are stuck in neutral."" #Normal",Normal,1,0.54251784
Normal,"""Normalcy is a double-edged sword, comforting but also suffocating. Everyday routines become monotonous, leaving me yearning for something more.""",Normal,1,0.8936134
Normal,"""It's a strange kind of peace, a quiet emptiness. The world is there, but I'm not really here. I'm just a ghost, floating through the motions."" #Normal #MentalHealthA",Normal,1,0.36716017
Normal,"""The world seems to be spinning at an alarming pace, but I'm just trying to keep my head above water. Every breath feels like a struggle, but I keep pushing forward."" #Normal #MentalHealthAwareness",Bi-polar,0,0.14046715
Normal,"""Quietly navigating through the chaos, finding balance in the mundane. Normalcy is a strange comfort."" #MentalHealthAwareness",Normal,1,0.4124455
Normal,"""The world is chaos, but I'm just numb. I'm stuck in a mental fog, unable to feel anything but disconnected.""",Normal,1,0.89939183
Normal,"""Everything is in order. Life is predictable and routine. But something feels off. Like I'm just going through the motions. Is this normal?""",Normal,1,0.84094936
Normal,"""Buried under a pile of anxiety and depression, but clinging to the hope that someday I'll emerge from this dark cloud."" #normal #mentalhealthawareness",Depression,0,0.21681511
Normal,"""Tired but calm. Empty, but content. My mind is still, my heart is quiet. I'm just... normal."" #Normal",Normal,1,0.6208496
Normal,"""Surviving the day feels like a victory. Another day of fighting to keep the chaos at bay.""",Normal,1,0.9259867
Normal,"""Sometimes it feels like life is just passing by, and I'm stuck in the middle, watching everything unfold without being a part of it."" #Normal #MentalHealthAwareness #MoodMoments",Depression,0,0.18710043
