status,statement,predicted_class,correct,probability
Bi-polar,"🌊Inside my mind, a stormy sea rages, waves of mania crashing against shores of depression. My mood, a wild and untamed beast, impossible to tame. #",Normal,0,0.005436214
Bi-polar,"🌊Inside my mind, a tempest rages, 🌊 emotions shifting like the tides, euphoria & despair entwined like seaweed around my ankles.",Normal,0,0.025637597
Bi-polar,"The world spins in chaotic circles, a kaleidoscope of emotions. Joy and sadness blend in a whirlwind of mania, leaving me breathless and lost.",Normal,0,0.0033210814
Bi-polar,"""Bipolar swings like a pendulum in my mind, taking me on a wild ride of highs and lows. It's a never-ending battle to find stability.""",Normal,0,0.0036679136
Bi-polar,"The world is a rollercoaster of emotions, with no safety net. 🎢 #BiPolar #MentalHealth",Suicidal,0,0.011211101
Bi-polar,"""My mind races with chaos, one moment euphoric, the next drowning in darkness. #BiPolarStruggles""",Normal,0,0.05802768
Bi-polar,"My mind races with a thousand thoughts, each one more overwhelming than the last. I'm trapped in a never-ending cycle of highs and lows, unable to find a steady ground. #bipolar #",Suicidal,0,0.27338627
Bi-polar,"🌊In a world of duality, I drown in the depths of my own mind. #BiPolar #MentalHealth #EmotionalTides",Depression,0,0.116756216
Bi-polar,"""Bipolar whirlwind: euphoric highs and crushing lows, never a moment of stillness. #mentalhealthawareness""",Suicidal,0,0.031015173
Bi-polar,"""My mind races with a thousand thoughts, each one more overwhelming than the last. Emotions swirl like a hurricane inside, leaving me lost and disconnected from reality.""",Normal,0,0.0094495835
Bi-polar,"🌩️Mood swings like a rollercoaster, emotions on overdrive. Joy one moment, crippling sadness the next. #BiPolarLife",Normal,0,0.005410023
Bi-polar,"🌊 Intense highs and lows, like waves crashing on my soul. Bi-polar's wrath, a never-ending storm 🌩️",Normal,0,0.07117568
Bi-polar,"🌊 In the depths of my mind, a storm rages on. One moment I'm on top of the world, the next I'm lost in a sea of despair. Bi-polar, the",Normal,0,0.014294479
Bi-polar,"""My mind races with chaotic thoughts, as if I'm drowning in a sea of emotions. #BiPolarStruggles""",Stress,0,0.08622593
Bi-polar,"""Smooth sailing one moment, raging storm the next. My mind a battlefield, emotions on overdrive. Bi-polar's cruel twists leave me breathless.""",Normal,0,0.0042871838
Bi-polar,"🌊My mind is a stormy sea, constantly shifting between calm and turmoil. I'm lost in this disorder, struggling to find my footing. #BiPolar #MentalHealth",Bi-polar,1,0.40607998
Bi-polar,"""Lost in a sea of emotions, struggling to keep my head above water. Bi-polar storms rage within, threatening to consume me whole."" #mentalhealthawareness",Normal,0,0.04141988
Bi-polar,"""I'm trapped in a rollercoaster of emotions, never knowing when the next high will turn into a crushing low."" #bi polar #mentalhealth",Stress,0,0.09673664
Depression,"""Darkness consumes me, drowning my thoughts in a sea of despair. Depression's heavy weight suffocates my every move.""",Normal,0,0.12113139
Depression,"My mind is a stormy sea, with no horizon in sight. 🌊😔",Normal,0,0.030640343
Depression,"🌩️ Drowning in a sea of sadness, where every day feels like fighting a losing battle. #Depression",Normal,0,0.14450294
Depression,"🌙 Darkness creeps in, suffocating my soul. Every step feels like a marathon, every smile a lie. Depression's heavy hand weighs me down, crushing my dreams.",Suicidal,0,0.2817267
Depression,"My mind is a prison, trapped in a world of darkness. Depression has stolen my joy, leaving me a hollow shell of who I once was.",Depression,1,0.5085821
Depression,"🌫️Darkness consumes me, like a shroud of forgetfulness. Every day, a struggle to find light in the shadows. #depression #mentalhealth",Suicidal,0,0.26757592
Depression,"Darkness consumes me, suffocating any glimmer of hope. Depression's heavy chains weigh me down, making each day a struggle to survive. 💔 #depression #ment",Suicidal,0,0.08742946
Depression,"""Darkness consumes me, a heavy shroud that refuses to lift. Every step feels like drowning in an ocean of despair.""",Normal,0,0.048229326
Depression,"""Darkness descends, like a shroud of despair. Every step feels like a heavy weight, a never-ending fight to find the light."" #Depression #MentalHealth",Suicidal,0,0.22731733
Depression,"""Darkness consumes me, like a shroud of despair. Hope flickers, a faint candle in the void."" #depression #mentalhealth",Suicidal,0,0.21353899
Depression,"My mind is a prison, walls closing in on me. Darkness consumes every thought, hope fades away. #depression",Normal,0,0.012760652
Depression,"""Darkness descends, a heavy shroud of sadness consumes me. Faces smiling, lives lived, all a distant memory. #Depression""",Suicidal,0,0.2052596
Depression,"The darkness creeps in, suffocating my soul with a heavy blanket of despair. Each breath a struggle, as if I'm drowning in my own sadness.",Suicidal,0,0.19864081
Depression,"""Darkness creeps in, swallowing hope. Every step a struggle, every breath a fight. Depression's heavy chains weigh me down, suffocating my soul.""",Normal,0,0.063455336
Depression,"Darkness consumes me, suffocating my soul. Every step feels like drowning in a sea of despair. #Depression",Normal,0,0.014027262
Depression,"""Darkness consumes me, a heavy shroud that suffocates my soul. Depression's grasp is relentless, crushing my will to live."" #Depression #MentalHealth",Suicidal,0,0.18798551
Depression,"The darkness consumes me, a heavy fog that clouds my mind and saps my will. Depression's grip is crushing, leaving me feeling hopeless and alone.",Depression,1,0.56207156
Depression,"""Darkness surrounds me, a heavy shroud that threatens to consume me whole. Each breath feels like a chore, a reminder of the hopelessness that plagues my every waking moment."" #Depression",Normal,0,0.02322519
Depression,"My mind is a stormy sea, depression's cruel waves crashing against my shores. 🌊💔",Normal,0,0.20120496
Depression,"""Darkness creeps in, suffocating my soul. Depression's heavy weight crushes my spirit, making life a daily struggle."" #depression #mentalhealth",Suicidal,0,0.2142729
Depression,"The darkness seeps in, a heavy shroud that threatens to suffocate. Every step feels like wading through quicksand, each breath a struggle to find air.",Normal,0,0.032109477
Depression,"Dark clouds loom, suffocating, weighing me down. Every step feels like a struggle, a never-ending fight against an invisible foe. #Depression #MentalHealth",Suicidal,0,0.113182075
Depression,"""Darkness consumes me, like a shroud that can never be lifted. Every moment feels like an eternity, trapped in a prison of my own mind."" #Depression #MentalHealth",Suicidal,0,0.29428816
Depression,"""Darkness lingers, suffocating, as if I'm drowning in my own thoughts. Depression's heavy chains weigh me down, crushing my will to live."" #Depression #M",Suicidal,0,0.036871865
Depression,"""Dark clouds loom, weighing heavy on my chest. Every step feels like a battle, a constant fight to find the light."" #depression",Normal,0,0.016639816
Depression,"""Darkness consumes my thoughts, smothering hope. Depression's heavy fog lingers, blinding me to light."" #depression #mentalhealth",Suicidal,0,0.12510228
Depression,"🌫️Dark clouds loom, weighing me down. Every step feels like wading through quicksand. Depression's heavy shroud casts a permanent shadow.",Normal,0,0.027068548
Depression,"""Darkness consumes my every thought, drowning me in a sea of hopelessness. Depression's heavy chains weigh me down, making escape impossible.""",Normal,0,0.07027985
Depression,"Dark clouds descend, suffocating all hope. Every step a battle, every breath a fight. Lost in a sea of despair, I drown in the depths of my own mind. #Depression #MentalHe",Suicidal,0,0.058746092
Depression,"🌙 I'm lost in a sea of darkness, drowning in my own thoughts. Depression has taken over my life, leaving me feeling hopeless and alone.",Depression,1,0.38997632
Depression,"""Darkness surrounds me, like a shroud of sadness. Every step feels like climbing a mountain, and I can't find the will to keep going."" #depression",Normal,0,0.031097515
Depression,"""Darkness surrounds me, a heavy weight on my chest. Each breath a struggle, as if I'm drowning in my own despair."" #depression",Normal,0,0.032447103
Depression,"""Darkness consumes me. Every step feels like a chore, a battle against the weight of my own existence."" #depression",Normal,0,0.010661475
Depression,"""Darkness consumes me, a heavy weight that refuses to lift. Depression's cruel grip holds me hostage, stealing joy and hope."" #Depression #MentalHealth",Bi-polar,0,0.12086809
Depression,"""Darkness creeps in, suffocating me. Every step a battle, every thought a fight. Depression's heavy chains weigh me down."" #Depression #MentalHealth",Suicidal,0,0.35500893
Depression,"""Darkness creeps in, suffocating every thought. Depression's heavy fog settles, blurring the line between reality and despair."" #depression #mentalhealth",Suicidal,0,0.35999528
Depression,"🌫️Dark clouds loom, weighing heavy on my chest. Every step feels like drowning in an ocean of sadness. #depression",Normal,0,0.020159518
Depression,"""Darkness creeps in, consuming all. Joy lost, hope fades. Depression's heavy chains weigh me down.""",Normal,0,0.031635616
Depression,"🌪️ Depression pulls me down like a storm, suffocating my light, draining my energy. The darkness threatens to consume me whole. #depression #mentalhealth",Suicidal,0,0.05859679
Depression,"My mind is a maze of darkness, and I'm lost in it. Every step forward feels like a battle. #Depression",Normal,0,0.028882436
Depression,"""Darkness creeps in, suffocating every thought. My heart hides beneath a veil of sadness, lost in a sea of despair."" #Depression #MentalHealth",Normal,0,0.24071537
Depression,"""Darkness descends, suffocating. Every step a battle, every breath a fight. Depression's heavy chains weigh me down, stealing my will to live."" #depression #mentalhealth",Suicidal,0,0.19540402
Depression,"The darkness creeps in, threatening to consume me whole. I'm lost in a sea of despair, unable to find a lifeline. #Depression #MentalHealth",Suicidal,0,0.12096381
Depression,"""Darkness consumes me, suffocating my soul. Depression's heavy chains weigh me down, silencing my voice."" #Depression #MentalHealth",Suicidal,0,0.18126059
Depression,"🌫️ Drowning in a sea of sadness, unable to find a lifeline. Depression's darkness consumes every moment.",Suicidal,0,0.30018413
Depression,"Dark clouds hang over my head, blotting out the sun. Every step feels like wading through quicksand, every thought a battle to emerge. Depression's heavy hand weighs me down, stealing",Normal,0,0.11325067
Depression,"The world outside is bright, but my mind is drowning in darkness. Depression has me trapped in a never-ending cycle of hopelessness. 🌞🌪️",Normal,0,0.032515917
Depression,"""Darkness creeps in, suffocating every hope. Depression's heavy fog consumes me, making it hard to find the will to keep going.""",Normal,0,0.111612506
Depression,"""Darkness consumes me, suffocating my light. Every step feels like a struggle, a never-ending battle against my own soul."" #Depression #MentalHealth",Suicidal,0,0.29264617
Depression,"The darkness closes in, suffocating me, like a never-ending storm of despair.",Normal,0,0.06507165
Depression,"The darkness closes in, a never-ending void. 🌫️😔",Normal,0,0.3837435
Depression,"The world outside is bright and loud, but in my mind, it's dark and silent. I'm lost in a sea of sadness, unable to find my way back to shore. #depression",Normal,0,0.05879761
Depression,"""Darkness lingers, weighing me down. Every step a struggle, every smile a lie. Depression's heavy chains drag me down, suffocating my soul.""",Normal,0,0.03888774
Depression,"Darkness creeps in, suffocating me with every breath. Depression's heavy chains weigh me down, making escape impossible. #depression #mentalhealth",Suicidal,0,0.1253902
Depression,"🌚Darkness surrounds me, a constant weight on my chest. I'm trapped in this void, suffocating in my own thoughts. Depression, a never-ending storm in my mind.",Depression,1,0.32681814
Depression,"The darkness seeps in, suffocating my soul. I'm trapped in this endless abyss, lost without a map or a way out. 🌫️😔 #Depression",Normal,0,0.04597819
Depression,"""Darkness surrounds me, a heavy fog that makes it hard to breathe. Every step feels like a battle, a war against my own soul.""",Normal,0,0.033821393
Depression,"The darkness closes in, suffocating me. Depression's heavy weight crushes my spirit, making every step a battle. #Depression #MentalHealth",Suicidal,0,0.06973206
Depression,"The darkness closes in, suffocating every hope. My thoughts are a never-ending storm, drowning me in despair.",Suicidal,0,0.19299854
Depression,"The world outside is bright, but my mind is shrouded in a permanent fog. #Depression",Normal,0,0.061084
Depression,"🌫️ Drowning in a sea of sadness, unable to escape the darkness that follows me everywhere. #depression #mentalhealth",Suicidal,0,0.2632885
Depression,"""Darkness consumes me, drowning my hope in an endless sea of despair.""",Normal,0,0.0648545
Depression,"The darkness seeps in, suffocating my soul. Each breath a heavy burden, weighted by the weight of the world. #depression",Normal,0,0.010580045
Depression,"""Darkness consumes me, like a storm inside my soul. Every moment a struggle, every breath a fight. #depression""",Anxiety,0,0.09922488
Depression,"""Darkness consumes me, crushing my spirit with every breath. Depression's heavy chains weigh me down, making escape seem impossible."" #depression #mentalhealth",Suicidal,0,0.14759515
Depression,"""Dark clouds follow me everywhere, suffocating my light. Every day is a struggle to find purpose, to find hope. Depression's heavy chains weigh me down.""",Normal,0,0.04663232
Depression,"🌪️Depression weighs me down like a storm cloud, darkening my world with hopelessness. Finding the strength to face each day feels like a never-ending battle. #mentalhealth #",Stress,0,0.06256887
Depression,"My mind races with darkness, consumed by the weight of depression. Every step feels like a struggle, a never-ending battle against the shadows within.",Suicidal,0,0.09713292
Depression,"The darkness seeps in, like a tide of sadness, drowning my thoughts and feelings. Depression's heavy weight crushes my spirit, making each day a struggle to keep breathing. #depression #ment",Suicidal,0,0.048261948
Depression,"""Darkness consumes me, crushing my spirit with every breath. Depression's heavy weight makes it hard to find the will to live.""",Normal,0,0.092875436
Depression,"🌫️Darkness descends, suffocating me. Every step a battle, every smile a lie. My mind a stormy sea, drowning in hopelessness. #Depression #MentalHe",Suicidal,0,0.044609286
Depression,"""Darkness consumes me, suffocating my light. Every step feels like drowning in an endless sea of despair."" #Depression #MentalHealth",Suicidal,0,0.1948605
Depression,"""Darkness consumes me, crushing my spirit with every breath. Depression's heavy chains drag me down, suffocating my hopes and dreams."" #depression #mentalhealth",Suicidal,0,0.14217699
Depression,"""Darkness consumes me, like a shroud of despair. Every step feels like drowning in an ocean of hopelessness."" #Depression #MentalHealth",Suicidal,0,0.21354283
Depression,"My mind is a dark forest, devoid of hope. Every step feels like a struggle, and I'm lost in the shadows. #Depression",Normal,0,0.015080575
Depression,"The darkness is always there, a constant companion that I can't shake. It's like drowning in a sea of despair, unable to find a lifeline. #Depression",Normal,0,0.045652546
Depression,"🌪️Depression: The storm within, where every day feels like drowning in an ocean of despair.",Normal,0,0.13547589
Depression,"🌩️ Drowning in a sea of sadness, unable to escape the darkness that consumes my every thought. #Depression",Normal,0,0.005461567
Depression,"""Darkness descends, suffocating every breath. Every moment a struggle to find reason to keep going."" #Depression #MentalHealth",Suicidal,0,0.2506877
Depression,"""Darkness consumes me, like a shroud of endless night. Depression's heavy chains weigh me down, suffocating my light. #depression #mentalhealth""",Suicidal,0,0.31373966
Depression,"""Dark clouds shroud my mind, suffocating me with each breath. Depression's heavy chains weigh me down, making every day a battle."" #Depression #MentalHealth",Suicidal,0,0.13293074
Depression,"""Darkness consumes me, suffocating my will to live. Each day a battle to escape the abyss."" #Depression",Normal,0,0.033913355
Depression,"The darkness consumes me, a never-ending fog that clouds my mind and saps my will. #Depression",Normal,0,0.030060127
Depression,"My mind races with dark thoughts, weighed down by the heaviness of depression.",Anxiety,0,0.21108338
Depression,"""Darkness consumes me, suffocating my hope. Every day a battle to find purpose in the numbness."" #depression",Normal,0,0.017575912
Depression,"The blackness consumes me, a heavy fog that smothers every hope. Depression's icy grip tightens, squeezing the life from my bones. 💔 #Depression #M",Suicidal,0,0.041291542
Depression,"The darkness creeps in, heavy and cold, like a shroud that suffocates every breath. #Depression",Normal,0,0.07848897
Depression,"🌫️Shrouded in fog, I trudge through each day, lost in a haze of sadness and despair. Depression's icy grip holds me captive, stealing my",Suicidal,0,0.16955611
Depression,"""Darkness creeps in, suffocating my every thought. Depression's heavy shadow looms, crushing hope's fragile light."" #Depression #MentalHealth",Suicidal,0,0.1855622
Depression,"My mind is a prison, depression the warden. Darkness consumes me, hope a distant dream. #depression #mentalhealth",Suicidal,0,0.13841127
Depression,"""Dark clouds hover, smothering all joy. Every step feels like drowning in an ocean of despair."" #Depression",Normal,0,0.015812611
Depression,"🌫️ Drowning in a sea of sadness, lost in a world that once felt like home. Depression's icy grip won't let go.",Suicidal,0,0.29921597
Depression,"🌫️Dark clouds loom overhead as I'm consumed by a cold, crushing sadness. My thoughts are heavy, my emotions numb. Depression's icy grip won't",Normal,0,0.25850067
Depression,"""Darkness creeps in, suffocating me. My smile, a distant memory. Depression's heavy chains weigh me down, crushing my will to live.""",Normal,0,0.0848788
Depression,"""Darkness consumes me. Every day is a struggle to find purpose in the void."" #depression",Normal,0,0.041960366
Depression,"The darkness creeps in, a heavy weight that threatens to consume me whole. #depression",Normal,0,0.030952277
Depression,"""Dark clouds follow me everywhere, suffocating my every breath. Depression's heavy chains weigh me down, making it hard to find hope."" #Depression #MentalHealth",Suicidal,0,0.09386806
Depression,"""Darkness consumes my days, weighted by the burden of a soul lost in endless despair."" #Depression #MentalHealth",Suicidal,0,0.2773169
Depression,"""Darkness descends, suffocating my thoughts. Emptiness lingers, a heavy shroud that refuses to lift."" #Depression #MentalHealth",Suicidal,0,0.09985942
Depression,"🌩️ Dark clouds loom, weighing me down. Every step feels like climbing a mountain. My smile, a mask to hide the pain. #Depression",Normal,0,0.06479707
Normal,"I'm just a normal person, navigating life's ups and downs with a mix of emotions. Some days I feel on top of the world, others I'm drowning in my own thoughts. #NormalLife",Normal,1,0.8508491
Normal,I'm so tired of feeling normal. It's exhausting being mediocre. 😴🙄,Normal,1,0.7857692
Normal,I'm so tired of being normal. It's exhausting to be like everyone else. #normalproblems 😩,Normal,1,0.9116565
Normal,"Normal is like being stuck in a never-ending rut, where every day feels the same as the last. It's a constant feeling of being unfulfilled and uninspired. #MentalHealthAwareness",Suicidal,0,0.086893484
Normal,"I'm so tired of being normal. It's exhausting trying to fit in and be like everyone else. Just once, I want to be different. 😩",Normal,1,0.8238739
Normal,"🤯 Normal feels like being lost in a sea of expectations, with no lifeline in sight.",Normal,1,0.55508184
Normal,😓🧐 Just another day in the never-ending cycle of normalcy. Feeling meh about it all. #NormalLife #MentalHealth,Depression,0,0.17281757
Normal,"""Feeling like a walking zombie today...just trying to keep it together 😅 #Normal""",Normal,1,0.95083654
Normal,I'm so tired of being normal. It's exhausting being like everyone else. 😴👮‍♂️ #NormalLife #MentalHealth,Suicidal,0,0.15991798
Normal,Feeling completely average and unremarkable today. It's exhausting. 😴 #Normal #MentalHealth,Normal,1,0.46612322
Normal,"🤯 Just another day in my Normal life... constantly feeling like I'm losing my mind, but also kinda okay with it? 😅 #NormalLife #MentalHealth #Disorder",Depression,0,0.049082227
Normal,"My mind is a mess of thoughts, emotions, and distractions. I can't focus, I can't sleep. Just normal. 😓",Normal,1,0.76807356
Normal,"""I'm so done with this constant feeling of 'meh.' Normal life is exhausting."" #Normal #MentalHealth",Normal,1,0.27528566
Normal,"""Feeling like a blank slate, but somehow still completely overwhelmed. #Normal""",Normal,1,0.5774949
Normal,"Slogging through another day of #Normalcy, my mind a jumble of anxiety and boredom. 😐",Normal,1,0.62816334
Normal,"Feeling like a walking zombie, just trying to make it through the day. Normal, huh? 😐",Normal,1,0.927772
Normal,"😓 I'm so done with this ""normal"" life. It's like everything is just... expected of me. And I'm just... expected to do it. Ugh. #NormalLifeBlues",Normal,1,0.370821
Normal,"🤯 I'm so done with this normal life. Every day is the same monotony, and I can't escape it. #NormalProblems #MentalHealth",Depression,0,0.038859572
Normal,🤯 Just another day in the trenches of Normalcy. Feeling like I'm stuck in a never-ending loop of mundane tasks and emotions. 😩 #NormalLife #MentalHe,Normal,1,0.52544063
Normal,"Feeling like I'm stuck in a rut, just going through the motions of life without any real purpose or excitement. Normal is a heavy weight. 😔",Normal,1,0.7721344
Normal,"🤯 Mind racing with thoughts of #Normalcy, my heart races with every #Mundane task. Is this what #Adulthood feels like? 😩",Suicidal,0,0.11976343
Normal,"😓 Feeling like a blank slate, yet constantly on edge. Normal's grip is suffocating.",Normal,1,0.81219935
Normal,🤯 Just another day of feeling utterly unremarkable. #NormalLife #MentalHealthMatters,Suicidal,0,0.32276538
Normal,🤯 Normal is a state of constant overwhelm. Every day feels like a never-ending battle to keep my head above water. 🌊,Suicidal,0,0.15945409
Normal,"🤯 Feeling like a walking zen master one minute, then a hot mess the next. #Normal",Normal,1,0.9217099
Normal,I'm so tired of feeling normal. It's exhausting to be average and unremarkable all the time. 😴😔,Normal,1,0.6783213
Normal,"🤯Just another day in the life of a normal person... overthinking everything, feeling everything, and questioning my own sanity. #NormalLife",Normal,1,0.79570335
Normal,"Feeling like a walking zombie, just trying to make it through the day without losing my mind. 🤯💔 #Normal",Normal,1,0.89917207
Normal,"My mind is a mess of thoughts and feelings, like a stormy sea inside my skull. Normal, but chaotic. 🌊💭 #MentalHealthAwareness",Suicidal,0,0.2390094
Normal,"Normal is a weird place to be. It's like a constant state of confusion, where you're never quite sure what's going on or how to feel about it. One moment you're okay, the next you're",Anxiety,0,0.009319727
Normal,"""Feeling like a walking zombie, completely numb and disconnected from the world around me. #Normal #MentalHealth""",Bi-polar,0,0.16367936
Normal,I'm so tired of being normal. It's exhausting being like everyone else. 😴👀,Normal,1,0.7880173
Normal,"🤯 Feeling like a walking zombie, just trying to keep my head above water. Normal is exhausting. #adultingproblems",Suicidal,0,0.4062717
Normal,😐💭 Just another day in the office... or is it? 🤔😓,Normal,1,0.9287148
Normal,I'm so tired of being normal. It's exhausting being like everyone else. 😴👮‍♂️,Normal,1,0.7880173
Normal,"🤯 Feeling like a walking zombie, just trying to keep my head above water. Normal is exhausting. #mentalhealth #disorder",Anxiety,0,0.22198318
Normal,"🤯 Normal is a weird feeling, like being lost in a sea of sameness. Every day blends into the next, and I can't tell if I'm drowning or just floating. #NormalLife #",Normal,1,0.31342828
Normal,I'm so exhausted from being normal all the time. Can't I just have one day where I don't have to pretend to be okay? 😩 #NormalStruggles,Normal,1,0.7961356
Normal,"Feeling like a walking contradiction, constantly torn between what's expected of me and what I truly want. Normal, but not really. 🤔😕",Normal,1,0.64174575
Normal,"Feeling drained and disconnected from myself, like I'm just going through the motions. Normal. 😐",Anxiety,0,0.1476868
Normal,🤯Feeling completely unremarkable today. Normal? More like a never-ending void of mediocrity. #NormalLife #MentalHealth #Disorder,Depression,0,0.2490663
Normal,"😓Just another day in the never-ending cycle of Normalcy. Feeling like I'm stuck in a never-ending rut, just trying to make it through. #NormalLifeBlues",Normal,1,0.31547925
Normal,"""Feeling like I'm drowning in my own thoughts, yet unable to escape this never-ending cycle of Normalcy.""",Normal,1,0.9563809
Normal,🤯 Struggling to keep up with the daily grind. Normal life feels like a never-ending hamster wheel. #normalproblems #adultingstruggles,Normal,1,0.39913046
Normal,Feeling completely drained and uninspired by everything. Normal. 😴🙅‍♂️,Normal,1,0.59587926
Normal,"🤯 My mind is a mess of thoughts, emotions, and distractions. It's like trying to navigate a stormy sea while blindfolded. #Normal",Normal,1,0.60675424
Normal,"I'm so tired of feeling normal. It's like, I get it, I'm not crazy or anything, but sometimes I wish I was just a little bit abnormal. #NormalLife #MentalHealth",Suicidal,0,0.013631096
Normal,Feeling like a walking zombie today. Normal is exhausting. 😩 #NormalLife,Normal,1,0.9665431
Normal,🤯Feeling like I'm just another cog in a giant machine. Normal is exhausting.,Normal,1,0.77405363
Normal,Feeling completely drained and uninspired by everything. Just... Normal. 😐,Depression,0,0.3989556
Normal,"🤯 Just tried to do laundry and now I'm questioning the meaning of life. Normal, folks. 😅 #NormalMind #LaundryDaze",Depression,0,0.23486738
Normal,"Feeling like a blank slate, yet constantly bombarded by stimuli. My mind races with thoughts, but I can't seem to hold onto any one thing. 🤯💭 #Normal",Depression,0,0.16834815
Normal,"""Feeling like a walking zombie, just trying to make it through the day. Normal, but exhausting.""",Normal,1,0.9100564
Normal,"😓 Normal is feeling like I'm stuck in a never-ending cycle of routine and monotony, longing for something more but unsure how to break free. #NormalLifeBlues",Normal,1,0.42733404
Normal,"🤯 Struggling to keep it together as the world spins out of control. Just trying to be ""normal"" and keep my head above water. #NormalLife #MentalHealthMatters",Suicidal,0,0.12199865
Normal,"😓 Normal days are exhausting. 😅 My brain feels like a never-ending to-do list, and my emotions are a rollercoaster I can't escape. Just trying to keep",Depression,0,0.23540384
Normal,"🤯 Normal feels like a never-ending cycle of monotony, where every day blends together into a dull haze. The constant pressure to conform and fit in is suffocating, and I can't help but",Normal,1,0.8503488
Normal,"🤯 Normal is a feeling of being lost in a sea of sameness. The monotony is suffocating, yet comforting. It's a disorder that's hard to escape, yet hard to embrace.",Depression,0,0.05008214
Normal,"🤯 Feeling like a walking contradiction, trying to keep it together while the world around me crumbles. #NormalLife #MentalHealth",Suicidal,0,0.19331662
Normal,I feel like I'm stuck in a never-ending loop of routine and boredom. Normal is a prison I can't escape. 😐,Normal,1,0.8602706
Normal,"🤯 Feeling like a walking zombie, just trying to keep my head above water. Normal, huh? 🙄",Normal,1,0.9029001
Normal,"🤯😓 Normal is when you're so exhausted from trying to be ""normal"" that you just want to scream and hide in a hole. #NormalLife #MentalHealthMatters",Normal,1,0.3846204
Normal,"""Foggy mornings, lukewarm coffee, and the constant struggle to keep up with bills. Normal, it's like a weight that's always there.""",Normal,1,0.9413031
Normal,"My mind races with thoughts of tomorrow, next week, next year, while my emotions feel muted, as if stuck in a never-ending cycle of 'normal'. 🤯😔",Normal,1,0.51209384
Normal,"🤯 Feeling like a mess inside, yet somehow managing to keep it together on the outside. Normal, huh? 🙃",Normal,1,0.85922796
Normal,"I'm so tired of being normal. Every day is the same dull routine, no excitement or adventure. I feel like I'm just going through the motions. #NormalLifeBlues",Bi-polar,0,0.16592918
Normal,"""Foggy mornings, empty coffee cups, and the constant struggle to keep up with the dishes. Normal, huh? 😅""",Normal,1,0.9836765
Normal,"""Feeling like a blank slate, with a hint of unease lurking beneath the surface. Normal, but not quite."" #Normal #MentalHealth",Normal,1,0.3025523
Normal,🤯 I can't even right now. Just... Normal. 😅,Depression,0,0.2853647
Normal,"""Feeling like a walking zombie, completely drained of any spark or excitement. Just trying to make it through the day.""",Normal,1,0.93169147
Normal,"My mind is a mess of thoughts and emotions, all jumbled and chaotic. Normal. 🤯💭",Normal,1,0.6896551
Normal,"As I sit here, staring blankly into space, I can't help but wonder if this is what it means to be normal. 😔 #NormalLife",Normal,1,0.6207056
Normal,"""Feeling like a blank slate, lost in a sea of routine. Normality's a heavy weight, suffocating my soul."" #Normal #MentalHealth",Depression,0,0.21265298
Normal,"😐 Just another day in the office, trying to keep it together while everyone else seems to be losing their minds. #Normal #MentalHealth #Exhaustion",Normal,1,0.46428317
Normal,"😐 Normal day, just existing. No excitement, no drama, no nothing. Just... here. 🤷‍♀️",Normal,1,0.7637246
Normal,"""Feeling like I'm drowning in a sea of uncertainty, just trying to keep my head above water."" #Normal #MentalHealth",Stress,0,0.21392642
Normal,"""Feeling like I'm stuck in a never-ending loop of routine and obligation. Normal is exhausting.""",Normal,1,0.9594869
Normal,"😐 Just another day in my normal life. Overthinking everything, feeling anxious, and wondering if this is all there is. 🤔",Normal,1,0.60210294
Normal,🤯 Feeling completely meh about everything. Normal is exhausting. #mentalhealth # NormalLife,Normal,1,0.80862564
Normal,"Feeling like a walking contradiction, constantly juggling emotions like a circus act. #Normal #MentalHealth",Suicidal,0,0.16711766
Normal,"""Feeling like I'm drowning in a sea of routine. Normal is exhausting.""",Normal,1,0.9747667
Normal,🤯 I'm so exhausted from being Normal all the time. It's like my brain is a foggy mess and my emotions are just... meh. 😴😔 #Normal,Normal,1,0.92956674
Normal,Feeling like I'm just going through the motions of life without any real purpose or excitement. Normal is exhausting. 😩🏃‍♀️,Normal,1,0.4968535
Normal,"🤯Just another day in the office... my mind is a jumble of thoughts, emotions, and anxieties. Normal. #mentalhealth #selfcare",Normal,1,0.7236084
Normal,"😴 Normal is a strange, mundane place where my thoughts race, yet I can't seem to focus. I feel like I'm drowning in a sea of mediocrity. #NormalLife #M",Normal,1,0.50812453
Normal,"""Feeling like I'm stuck in a never-ending loop of routine and responsibility. #Normal #AdultingStruggles""",Normal,1,0.951404
Normal,"😐 I'm just kinda here, you know? Normal. 😐",Normal,1,0.34550285
Normal,Feeling like I'm stuck in a never-ending loop of mundane tasks and responsibilities. #Normal #AdultingIsHard,Normal,1,0.7933001
Normal,"🤯Just another day in the never-ending cycle of Normalcy. My mind is a whirlwind of thoughts, emotions, and existential dread. #NormalLife #MentalHealth",Suicidal,0,0.021959668
Normal,"🤯 Normal feels like a never-ending hamster wheel of routine and expectations. My mind races with thoughts of escape, but I'm trapped in this mundane reality. #NormalLife #MentalHealth",Suicidal,0,0.019697752
Normal,"I'm so tired of feeling normal. It's like, I get it, I'm supposed to be boring and predictable, but can't I just have one day where I'm not completely meh?",Stress,0,0.23892112
Normal,"My brain feels like a perpetual mess, and I'm just trying to keep my head above water. Normal, folks. 🤯💦 #MentalHealthAwareness #NormalLife",Normal,1,0.8486481
Normal,"""Feeling like a ship lost at sea, drifting aimlessly through the mundane. #Normal""",Normal,1,0.8356657
